"File","Status","Reason"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/index.html","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inject_batch_logs.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inject_debug.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inject_debug2.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inject_debug3.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inject_swap.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/inventory_report.json","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/layers_full_dump.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/luks_correct_variations.txt","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/luks_variations.json","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/luks_variations_backup.txt","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/main.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/manifest.json","DOKUNMA","PWA / Uygulama konfigürasyon dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modify_luks.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modify_luks2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/modify_minimal.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/move_settings.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/package-lock.json","DOKUNMA","PWA / Uygulama konfigürasyon dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/package.json","DOKUNMA","PWA / Uygulama konfigürasyon dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch2.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_app.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_app_v3.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_colors.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_css_aggressive.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_drag.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_drag_space.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_draw.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_draw2.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_draw3.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_events.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_events_floating.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_expand.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_export.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_export2.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_layers.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_overflow_padding.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_photozoom.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_resize.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_saveimage_filter.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_snap.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_snap_completely.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_snap_restore.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/patch_styles.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/pro_buttons.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/pro_colors.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/pro_css.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/README.md","BEKLET","Dokümantasyon/Rapor dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/read_diffs.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rebuild_app.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/remove_autodisable.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/restore_backup.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/restore_draw_logic.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/restore_feats.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/restore_layers.ps1","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_batch.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_batch2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_clean.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_clean_final.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_clean_final_2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_clean_final_3.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_debug2.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_export.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_export.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_export_fallback.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_logs.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/rewrite_super_debug.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/safe_cache.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/safe_diff.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/safe_diff2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/search_garbled.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/search_garbled2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/split_export.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/standardize.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/standardize_kolaj.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/standardize_v2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/structural_diff.txt","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/styles.css","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/sw.js","DOKUNMA","PWA / Uygulama konfigürasyon dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/temp_style.css.bak","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/test.js","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/test_math.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/true_raw_apply_layers.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/truncate.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_events.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_export.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_html.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_html2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_injection.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_logic.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/update_touchend.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/verify_bytes.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/verify_draw.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/view_draw.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/view_draw2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/yeni_calloutlar.txt","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/yeni_calloutlar2.txt","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/assets/watermark-logo.png","DOKUNMA","Aktif kullanılan medya/asset"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/assets/logo/logo-full.png","DOKUNMA","Aktif kullanılan medya/asset"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/assets/logo/logo-icon.png","DOKUNMA","Aktif kullanılan medya/asset"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/assets/logo/logo.png","DOKUNMA","Aktif kullanılan medya/asset"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/core/drag.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/core/README.md","BEKLET","Dokümantasyon/Rapor dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/core/utils.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/css/landing.css","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/css/README.md","BEKLET","Dokümantasyon/Rapor dosyası"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/auth.js_1784841947910","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/cache_buster.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/cache_buster_index.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/extract.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/extract2.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/extract_core.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/extract_drag.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/extract_draw.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/fix.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/fix_bg_color.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/inline_js.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/main.js_1784841947903","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_clean.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_drag.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_photo_state.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_polygon_doubleclick.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_pro_snapping.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_scale_factor.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_snap_core.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/patch_vertex_touch.py","BEKLET","Geliştirme/Yedek/Test dosyası (isminde System.Collections.Hashtable[1] geçiyor)"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/recover_core.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/recover_drag.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/recover_draw.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/eski_scripts_yedek/search_transcript.py","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/auth.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/autoSave.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/brandManager.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/filter.config.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/fonts.config.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
"C:/Users/Hatemi/Desktop/emlak düzenlemeleri için uygulama/emlak-studiom v7-0/js/formConfig.js","DOKUNMA","HTML dosyaları (app.html vb.) tarafından doğrudan çağrılıyor"
